20170406-13:40:48,5.16656899452,285,0,31915,564610,45005
20170406-13:40:53,5.23130488396,275,45,48255,564660,44945
20170406-13:40:58,5.2000169754,250,0,62435,552175,44950
20170406-13:41:05,6.31219005585,240,10,64310,256465,45105
20170406-13:41:10,5.16579008102,240,0,31570,48270,45235
20170406-13:41:15,5.3444879055,265,5,28540,29695,45285
20170406-13:41:21,5.34972214699,235,0,28270,27870,45205
20170406-13:41:26,5.29596400261,270,0,28250,27740,45200
20170406-13:41:32,6.23546290398,250,0,28350,27720,45155
20170406-13:41:40,8.28402519226,240,0.0,28325,27715,45180
20170406-13:41:46,5.36726808548,235,0.0,28345,27660,45035
20170406-13:41:51,5.13654208183,235,0.0,28310,27680,45040
20170406-13:41:56,5.16421794891,215,604740,28290,27680,44825
20170406-13:42:01,5.28402686119,260,612600,28420,27635,44895
20170406-13:42:06,5.16891908646,280,610435,28350,27690,45150
20170406-13:42:12,5.33301305771,245,609585,42365,27755,45210
20170406-13:42:17,5.49934005737,235,609675,44970,27775,45320
20170406-13:42:25,7.64927101135,275,22075,29585,120875,44625
20170406-13:42:33,8.3350520134,0.0,275,40855,164860,44990
20170406-13:42:38,5.16680693626,0.0,40,61960,274130,44955
20170406-13:42:44,5.4994931221,0.0,20,60310,353130,44880
20170406-13:42:49,5.31321978569,255,10,55150,390690,44830
20170406-13:42:54,5.16679310799,265,10,63955,423515,44620
20170406-13:43:01,6.33431792259,265,0,66280,386890,44405
20170406-13:43:06,5.16572618484,250,0,63035,420720,44630
20170406-13:43:12,6.23499321938,245,10,44730,462360,44800
20170406-13:43:18,5.44541811943,250,35,43670,173210,45000
20170406-13:43:23,5.30132699013,265,5,32645,165430,44660
20170406-13:43:28,5.19881510735,245,5,28770,40605,45075
20170406-13:43:34,5.53313088417,240,0,28395,112395,44955
20170406-13:43:39,5.19893598557,275,45,36700,81880,45175
20170406-13:43:45,6.23249602318,260,0,29015,124215,45160
20170406-13:43:50,5.16701102257,245,0,28460,209610,45135
20170406-13:43:56,5.48138403893,290,5,28370,244755,45555
20170406-13:44:01,5.23136901855,280,0,28420,272340,44995
20170406-13:44:07,5.54932999611,255,0,28355,225085,44805
20170406-13:44:12,5.19896793365,285,0,28320,257150,45020
20170406-13:44:17,5.16652607918,255,10,28320,340975,44960
20170406-13:44:22,5.49984407425,230,0,28315,313560,45055
20170406-13:44:28,5.26305818558,260,0,28340,288425,45000
20170406-13:44:33,5.19905996323,265,0,28325,188250,45030
20170406-13:44:38,5.19879198074,265,5085,28315,262765,45020
20170406-13:44:43,5.1669678688,290,567300,28480,223645,44485
20170406-13:44:48,5.16700291634,270,613790,28470,207870,44915
20170406-13:44:54,5.16699194908,245,613335,28520,50490,45760
20170406-13:44:59,5.16661310196,280,612270,28500,83055,521925
20170406-13:45:04,5.19938182831,240,95505,28545,186655,540425
20170406-13:45:10,6.20054912567,265,5275,28615,216180,548150
20170406-13:45:15,5.20108604431,225,485,28640,220140,607380
20170406-13:45:21,5.2816991806,240,0,28665,163570,751560
20170406-13:45:26,5.33235001564,275,0,28650,227615,841880
20170406-13:45:33,6.93070197105,255,0,28585,240505,921105
20170406-13:45:38,5.19420289993,250,10,28560,262900,970620
20170406-13:45:43,5.16718912125,255,0,28510,230100,1013810
20170406-13:45:49,6.26233696938,255,0,28535,167520,771495
20170406-13:45:55,5.58101415634,275,0,28525,146360,600155
20170406-13:46:00,5.39902210236,245,0,28435,171035,589410
20170406-13:46:06,5.16684103012,275,0,28415,164610,587415
20170406-13:46:11,5.16644716263,290,0,28280,187590,584960
20170406-13:46:16,5.16682982445,240,0,28390,97130,586685
20170406-13:46:21,5.16661810875,270,0,28395,104935,589520
20170406-13:46:27,6.20188689232,255,15,28385,143135,592265
20170406-13:46:33,5.49953889847,235,0,28375,184480,593680
20170406-13:46:38,5.40156006813,245,0,28325,179790,594170
20170406-13:46:44,5.49951815605,255,0,28340,59090,594720
20170406-13:46:49,5.19846701622,235,480625,28390,203505,592605
20170406-13:46:54,5.19900989532,225,609455,28440,212660,591085
20170406-13:46:59,5.16643381119,225,614720,28415,257620,589795
20170406-13:47:04,5.16677808762,240,613755,28465,265835,590410
20170406-13:47:10,5.16662502289,260,612885,28455,250215,590650
20170406-13:47:15,5.34595489502,290,612195,28490,197015,592190
20170406-13:47:20,5.1656229496,250,60750,28435,255630,592190
20170406-13:47:25,5.34631896019,275,5385,28480,276170,592440
20170406-13:47:32,6.20049715042,240,295,28460,111170,593505
20170406-13:47:38,6.53458309174,270,10,28450,30255,593765
20170406-13:47:43,5.16661715508,245,0,28455,27585,593905
20170406-13:47:49,5.16701197624,255,10,28370,27365,592780
20170406-13:47:54,5.16662502289,265,0,28360,27300,591855
20170406-13:47:59,5.16735506058,275,0,28345,27230,592090
20170406-13:48:04,5.19868707657,280,0,28335,41255,592680
20170406-13:48:09,5.16732501984,255,0,28360,43620,593475
20170406-13:48:14,5.16664409637,250,0,28360,46625,624960
20170406-13:48:20,5.26492500305,215,0,28360,75765,812420
20170406-13:48:26,6.20125007629,210,0,28370,147320,1045405
20170406-13:48:31,5.19940710068,240,0,28355,196005,1123595
20170406-13:48:36,5.16763591766,255,0,28370,163375,1152185
20170406-13:48:41,5.16707587242,250,0,28345,201740,1172925
20170406-13:48:47,5.53279805183,270,0,28385,144645,1157015
20170406-13:48:52,5.19667601585,260,0,28390,189325,1122005
20170406-13:48:57,5.16726517677,275,0,28375,194490,1097685
20170406-13:49:02,5.16651988029,250,0,28440,202150,1080470
20170406-13:49:08,5.19947004318,245,0,28440,185105,1069210
20170406-13:49:13,5.16624498367,260,0,28440,119230,1063520
20170406-13:49:18,5.19896697998,255,0,28395,149410,1056315
20170406-13:49:23,5.24887704849,230,0,28435,116120,1052545
20170406-13:49:29,5.49984502792,245,131080,28430,146295,1049940
20170406-13:49:34,5.16472697258,235,601645,28480,194690,1047655
20170406-13:49:39,5.19915699959,280,616945,28480,204950,1045985
20170406-13:49:44,5.19872689247,250,615090,28455,202845,1045745
20170406-13:49:50,5.16681790352,230,612760,28430,179095,1044390
20170406-13:49:56,6.20064806938,240,612380,28460,152715,1044280
20170406-13:50:01,5.16646718979,235,426385,28420,236035,1041910
20170406-13:50:06,5.16659593582,205,23690,28410,162820,1042495
20170406-13:50:11,5.1688170433,235,2205,28405,190750,1042025
20170406-13:50:16,5.16757297516,245,180,28420,190160,1042835
20170406-13:50:22,5.16777396202,245,10,28380,148450,1044590
20170406-13:50:27,5.58164191246,245,0,28430,129265,1046080
20170406-13:50:32,5.16993904114,245,0,28450,145875,1044740
20170406-13:50:39,6.20075297356,245,0,28405,155085,1043400
20170406-13:50:44,5.16648411751,285,0,28405,139035,1043375
20170406-13:50:49,5.44928097725,230,0,28450,118950,1043790
20170406-13:50:54,5.16511583328,270,0,28425,126910,1042575
20170406-13:50:59,5.16690516472,250,0,28370,80230,1043375
20170406-13:51:05,5.1988389492,275,0,28390,49855,1044445
20170406-13:51:10,5.16692209244,245,0,28390,67205,1041950
20170406-13:51:15,5.34868693352,265,0,28335,48095,1042055
20170406-13:51:21,5.3455760479,250,0,28345,33025,1043225
20170406-13:51:26,5.19861793518,255,0,28350,45110,1040575
20170406-13:51:33,7.35003399849,240,0,28330,77905,1039470
20170406-13:51:38,5.16656589508,260,0,28350,98990,1040625
20170406-13:51:43,5.25069618225,250,0,28435,137395,1041535
20170406-13:51:49,5.16725492477,245,0,28445,35115,1044525
20170406-13:51:54,5.16985416412,245,0,28470,27975,1045035
20170406-13:52:01,7.23515105247,245,0,28450,27565,453450
20170406-13:52:06,5.19878482819,285,5,14805,27600,405950
20170406-13:52:11,5.16675400734,280,20,10160,43365,401725
20170406-13:52:17,5.19865512848,265,0,9695,126665,401275
20170406-13:52:22,5.19855999947,230,10,9675,120540,401475
20170406-13:52:27,5.16635084152,260,0,9710,133165,400355
20170406-13:52:32,5.19913482666,250,0,9720,146275,400100
20170406-13:52:38,5.43114805222,245,0,9705,179985,399610
20170406-13:52:43,5.16668701172,265,0,9740,154815,399645
20170406-13:52:48,5.23113298416,270,5,9705,160835,399990
20170406-13:52:53,5.19883608818,235,0,9720,172860,400140
20170406-13:52:58,5.16661715508,280,0,9690,133165,399075
20170406-13:53:04,5.91286611557,275,0,9720,145270,399440
20170406-13:53:09,5.16664409637,255,0,9675,138270,398755
20170406-13:53:15,5.38049578667,275,18995,9715,119890,399210
20170406-13:53:20,5.29672789574,255,576400,9725,114395,399045
20170406-13:53:25,5.16859698296,275,615115,9700,84455,400365
20170406-13:53:30,5.16665101051,265,614320,9675,112905,401240
20170406-13:53:36,5.20058298111,255,613190,9715,121165,400530
20170406-13:53:41,5.16683793068,280,612485,9690,106160,402200
20170406-13:53:46,5.16950511932,255,612835,9685,51875,423815
20170406-13:53:51,5.19874191284,280,612165,9650,29775,510120
20170406-13:53:56,5.16927504539,295,612610,9710,27675,631155
20170406-13:54:02,5.16468405724,295,612530,9770,27580,463140
20170406-13:54:08,6.56598496437,255,148330,9720,27465,455725
20170406-13:54:13,5.16684889793,270,13660,9705,38585,458515
20170406-13:54:19,6.20072817802,245,1205,9650,28605,460110
20170406-13:54:25,5.16733789444,245,35,9650,51055,461335
20170406-13:54:30,5.5005941391,260,0,9660,33870,462420
20170406-13:54:36,6.20371413231,250,0,9710,69575,462960
20170406-13:54:42,5.16749405861,265,0,9660,96490,463470
20170406-13:54:48,6.20094799995,265,0,9700,123865,462825
20170406-13:54:53,5.16690802574,225,0,9720,101535,464245
20170406-13:54:58,5.16640591621,250,0,9645,87640,464555
20170406-13:55:04,6.20146918297,250,0,9710,100900,462710
20170406-13:55:09,5.1986219883,245,0,9715,101350,463560
20170406-13:55:15,5.16825509071,270,0,9705,108915,464415
20170406-13:55:20,5.38091182709,245,0,9720,102870,464185
20170406-13:55:25,5.24909806252,265,0,9705,79235,464420
20170406-13:55:30,5.16660094261,225,0,9695,66345,464430
20170406-13:55:36,5.50000596046,270,0,9690,80770,464990
20170406-13:55:41,5.16660714149,260,0,9715,50615,465305
20170406-13:55:46,5.16730093956,230,0,9685,55595,464645
20170406-13:55:51,5.1666970253,265,0,9680,69450,465575
20170406-13:55:57,5.16718792915,250,0,9695,94775,465520
20170406-13:56:02,5.16672110558,300,0,9750,44095,466445
20170406-13:56:07,5.2311000824,290,0,9740,32735,466860
20170406-13:56:12,5.16662597656,285,0,9715,28530,466865
20170406-13:56:17,5.16718292236,265,0,9700,27510,465490
20170406-13:56:22,5.16759896278,285,0,9735,27435,466515
20170406-13:56:28,5.16767215729,225,0,9695,27410,465585
20170406-13:56:33,5.16760587692,240,0,9695,27455,466270
20170406-13:56:38,5.16770601273,265,0,9710,27435,466525
20170406-13:56:43,5.19893217087,250,0,9715,48880,466670
20170406-13:56:48,5.16616082191,265,0,9690,66490,465775
20170406-13:56:54,5.1628639698,260,0,9675,46665,465915
20170406-13:56:59,5.3151550293,275,0,9675,29195,465940
20170406-13:57:04,5.16690802574,255,0,9680,61455,465960
20170406-13:57:09,5.39996504784,250,0,9675,53705,465745
20170406-13:57:15,5.19884681702,255,0,9680,61390,465975
20170406-13:57:20,5.16707205772,255,0,9685,81990,466620
20170406-13:57:25,5.34666395187,265,0,9700,80090,466435
20170406-13:57:30,5.28341889381,250,0,9710,90885,466485
20170406-13:57:36,5.16682910919,275,0,9700,52690,466945
20170406-13:57:41,5.17005300522,250,0,9685,46465,466405
20170406-13:57:46,5.50001478195,260,0,9700,58690,466205
20170406-13:57:51,5.1649889946,265,0,9715,66555,466075
20170406-13:57:57,5.23129892349,265,0,9700,36190,442095
20170406-13:58:02,5.59360289574,240,0,9690,32700,403105
20170406-13:58:08,6.20109701157,230,0,9680,27860,401005
20170406-13:58:14,5.19881510735,245,0,9695,44640,401195
20170406-13:58:19,5.16675591469,235,0,9690,28965,401425
20170406-13:58:24,5.19862890244,265,0,9650,27570,401405
20170406-13:58:29,5.16677498817,265,0,9675,41830,400480
20170406-13:58:35,6.23285102844,250,0,9710,59295,400525
20170406-13:58:41,5.16672897339,305,0,9640,63065,401655
20170406-13:58:46,5.16358685493,265,0,9625,80840,402770
20170406-13:58:52,6.23469209671,250,0,9605,94465,403655
20170406-13:58:57,5.16771483421,250,372705,9615,36890,403560
20170406-13:59:03,5.70126986504,275,610790,9630,36600,403535
20170406-13:59:08,5.1668241024,265,616415,9590,42115,380960
20170406-13:59:13,5.16657209396,265,614715,9620,33700,74875
20170406-13:59:18,5.2491979599,265,613325,9640,54660,46005
20170406-13:59:24,5.63166308403,300,611735,9615,29155,52310
20170406-13:59:32,8.21936106682,235,611275,0.0,27690,51870
20170406-13:59:37,5.13435101509,255,221265,0.0,27675,16270
20170406-13:59:43,5.13499999046,250,12670,0.0,27765,2515
20170406-13:59:48,5.23099088669,285,1115,9605,27755,74560
20170406-13:59:53,5.20097899437,240,40,9605,27785,46605
20170406-13:59:58,5.16680884361,255,5,9615,27810,43940
20170406-14:00:04,6.20299911499,280,0,9580,27840,43360
20170406-14:00:10,5.19878602028,270,0,9580,27800,44280
20170406-14:00:15,5.1663620472,275,5,9580,27805,44135
20170406-14:00:20,5.16662096977,260,0,9585,27785,47630
20170406-14:00:25,5.16656708717,275,0,9565,30690,62350
20170406-14:00:30,5.36337304115,260,0,9580,27905,98300
20170406-14:00:36,5.1664390564,305,0,9580,27670,152215
20170406-14:00:41,5.16699504852,285,0,9575,27565,187215
20170406-14:00:46,5.16401100159,270,0,9585,32365,95910
20170406-14:00:51,5.16689610481,290,0,9575,37595,52715
20170406-14:00:56,5.16655492783,255,0,9585,41055,45730
